district,id,district_id,incident_type,incident,organization,time,leadername,organization_type,intotal,demand,organization_type_id,organization_id,leadername1,demand_id,demand_clean
Neemuch,690694,46,पुतला दहन,भारतीय किसान संघ – किसानों को वर्ष 2022 खरीफ फसल एवं 2020-21 की फसल बीमा राशि का भुगतान न होने के विरोध में भारतीय किसान संघ नीमच जिलाध्‍यक्ष सुरेश धाकड़ के नेतृत्‍व में दिनांक 29 मार्च 2022 को दोपहर 13-00 बजे कलेक्‍टर कार्यालय नीमच पहॅुचकर प्रदर्शन किया गया व बीमा कंपनी का पुतला दहन किया गया। संख्‍या 50 की थी।,भारतीय किसान संघ,1970-01-01 00:27:28.559204,सुरेश धाकड़,['कृषक संगठन'],50,फसल बीमा,3,2,11,1,फसल बीमा
Chhindwara,690708,11,ज्ञापन,दिनांक 29/03/2022 को प्रदेश स्तरीय आह्वान पर भारतीय किसान संघ के जिलाध्यक्ष मेरसिंह चौधरी के नेतृत्व में 20-25 की उपस्थिति में कलेक्ट्रेट कार्यालय छिन्दावाड़ा पहुंचकर प्रधानमंत्री फसल बीमा योजना अंतर्गत खरीफ वर्ष 2020 एवं रबी वर्ष 2020-21 के फसल बीमा दावा राशि वितरण की शार्ट फ़ॉल रिपोर्ट प्रदान करने के संबंध में माननीय मुख्यमंत्री महोदय म0प्र0 शासन के नाम संबोधित एक ज्ञापन 13:10 बजे कार्यालय अधीक्षक को सौंपा गया।,अन्‍य,1970-01-01 00:27:28.564228,मेरसिंह चौधरी,['कृषक संगठन'],25,फसल बीमा,3,40,13,1,फसल बीमा
Bhopal,690728,6,अन्य,"भारतीय किसान संघ
	दिनांक 29 मार्च 22 को प्रांतीय आव्हापन के अन्तपर्गत भारतीय किसान संघ के जिला अध्यक्ष वेद प्रकाश दांगी के नेतृत्व मैं समय 13:30 बजे कलेक्टर कार्यालय में एकत्रित होकर प्रधानमंत्री फसल बीमा योजना अंतर्गत खरीफ फसल वर्ष 2020 एवं रवि फसल  वर्ष 2020-21 के फसल बीमा दावा राशि वितरण की रिपोर्ट प्रदान कराने के संबंध में एवं किसानों को मिली बीमा राशि में विसंगतियों को दूर करने आदि को लेकर नारेबाजी प्रदर्शन किया गया। एवं मांग पूर्ण न होने पर कलेक्टर कार्यालय का घेराव किए जाने की चेतावनी दी गई, 13:50 बजे संयुक्त कलेक्टर राजीव नंदन श्रीवास्तव को अपनी मांगों के संबंध में ज्ञापन दिया। 13:55 बजे घास फूस का पुतला बनाकर उसे कपड़े पहना कर उसके ऊपर बीमा कंपनी लिखकर बीमा कंपनी का पुतला दहन किया गया। इस अवसर पर मुख्य रूप से प्रदेश अध्यक्ष कमल सिंह आंजना क्षेत्रीय संगठन मंत्री महेश चौधरी सहित 45- 50 की उपस्थिति रही। बाद 14:00 बजे सभी शांतिपूर्वक विसर्जित हुए।",भारतीय किसान संघ,1970-01-01 00:27:28.566475,जिला अध्यक्ष वेद प्रकाश दांगी,['कृषक संगठन'],45,फसल बीमा,3,25,29,1,फसल बीमा
Barwani,690733,4,पुतला दहन,"आज दिनांक 29.03.2022 को भारतीय किसान संघ के प्रादेशिक आव्हान पर फसल बीमा राशि भुगतान शीघ्र किये जाने की मांग को लेकर जिला स्तरीय ज्ञापन कार्यक्रम आयोजित किया गया। उक्त कार्यक्रम के तहत बडवानी जिला मुख्यालय पर भारतीय किसान संघ के जिला अध्यक्ष मंशाराम पंचोले के नेतृत्व में 40-50 किसानो के द्वारा 12.30 बजे से 13.30 बजे तक कलेक्टर कार्यालय के समक्ष धरना देकर 14.00 बजे माननीय मुख्यमंत्री महोदय को संबोधित एक ज्ञापन नायब तहसीलदार बडवानी को दिया गया। बाद ओलम्पिक चौराहा पहुचकर फसल बीमा योजना कंपनी का प्रतिक का पुतला दहन किया गया।
 
        बाद 14.40 बजे से कोर्ट चौराहा बडवानी में ईस्ट-वेस्ट सीड्स इंडिया प्राईवेट लिमिटेड कंपनी बेंगलुरू का पुतला दहन किया गया। उल्लेखनीय है कि उक्त कंपनी का भिंडी व करेला का बीज जिले के लगभग 03 हजार किसानो के द्वारा 2750 रूपये प्रतिकिलो की दर से लिया गया था। उक्त बीज का उत्पादन न होने पर किसानो के द्वारा कंपनी को शिकायत की गई थी। किसानो की शिकायत पर से दिनांक 20.03.22 को बडवानी जिला मुख्यालय पर कंपनी के अधिकारियो व किसानो की बैठक हुई थी। जिसमें कंपनी के द्वारा जिन किसानो के पास बीज के बिल उपलब्ध है, उन्हे बीज की राशि वापस करने का कहा गया था किन्तु किसानो के द्वारा भिंडी व करेले के बीज के साथ-साथ खाद आदि का खर्चा भी मांगा गया था। जिसे कंपनी के अधिकारियो के द्वारा मना कर दिया गया था। इस कारण उक्त कंपनी का पुतला दहन किया जा रहा है। आगामी दिनो में किसानो के द्वारा पुलिस अधीक्षक बडवानी से भेंट कर कंपनी के विरूद्ध प्रकरण दर्ज करने हेतु आवेदन दिये जाने की तैयारी की जा रही है।",भारतीय किसान संघ,1970-01-01 00:27:28.566622,मंशाराम पंचोले,['कृषक संगठन'],40,फसल बीमा,3,2,14,1,फसल बीमा
Barwani,690733,4,ज्ञापन,"आज दिनांक 29.03.2022 को भारतीय किसान संघ के प्रादेशिक आव्हान पर फसल बीमा राशि भुगतान शीघ्र किये जाने की मांग को लेकर जिला स्तरीय ज्ञापन कार्यक्रम आयोजित किया गया। उक्त कार्यक्रम के तहत बडवानी जिला मुख्यालय पर भारतीय किसान संघ के जिला अध्यक्ष मंशाराम पंचोले के नेतृत्व में 40-50 किसानो के द्वारा 12.30 बजे से 13.30 बजे तक कलेक्टर कार्यालय के समक्ष धरना देकर 14.00 बजे माननीय मुख्यमंत्री महोदय को संबोधित एक ज्ञापन नायब तहसीलदार बडवानी को दिया गया। बाद ओलम्पिक चौराहा पहुचकर फसल बीमा योजना कंपनी का प्रतिक का पुतला दहन किया गया।
 
        बाद 14.40 बजे से कोर्ट चौराहा बडवानी में ईस्ट-वेस्ट सीड्स इंडिया प्राईवेट लिमिटेड कंपनी बेंगलुरू का पुतला दहन किया गया। उल्लेखनीय है कि उक्त कंपनी का भिंडी व करेला का बीज जिले के लगभग 03 हजार किसानो के द्वारा 2750 रूपये प्रतिकिलो की दर से लिया गया था। उक्त बीज का उत्पादन न होने पर किसानो के द्वारा कंपनी को शिकायत की गई थी। किसानो की शिकायत पर से दिनांक 20.03.22 को बडवानी जिला मुख्यालय पर कंपनी के अधिकारियो व किसानो की बैठक हुई थी। जिसमें कंपनी के द्वारा जिन किसानो के पास बीज के बिल उपलब्ध है, उन्हे बीज की राशि वापस करने का कहा गया था किन्तु किसानो के द्वारा भिंडी व करेले के बीज के साथ-साथ खाद आदि का खर्चा भी मांगा गया था। जिसे कंपनी के अधिकारियो के द्वारा मना कर दिया गया था। इस कारण उक्त कंपनी का पुतला दहन किया जा रहा है। आगामी दिनो में किसानो के द्वारा पुलिस अधीक्षक बडवानी से भेंट कर कंपनी के विरूद्ध प्रकरण दर्ज करने हेतु आवेदन दिये जाने की तैयारी की जा रही है।",भारतीय किसान संघ,1970-01-01 00:27:28.566622,मंशाराम पंचोले,['कृषक संगठन'],40,फसल बीमा,3,2,14,1,फसल बीमा
Barwani,690733,4,धरना,"आज दिनांक 29.03.2022 को भारतीय किसान संघ के प्रादेशिक आव्हान पर फसल बीमा राशि भुगतान शीघ्र किये जाने की मांग को लेकर जिला स्तरीय ज्ञापन कार्यक्रम आयोजित किया गया। उक्त कार्यक्रम के तहत बडवानी जिला मुख्यालय पर भारतीय किसान संघ के जिला अध्यक्ष मंशाराम पंचोले के नेतृत्व में 40-50 किसानो के द्वारा 12.30 बजे से 13.30 बजे तक कलेक्टर कार्यालय के समक्ष धरना देकर 14.00 बजे माननीय मुख्यमंत्री महोदय को संबोधित एक ज्ञापन नायब तहसीलदार बडवानी को दिया गया। बाद ओलम्पिक चौराहा पहुचकर फसल बीमा योजना कंपनी का प्रतिक का पुतला दहन किया गया।
 
        बाद 14.40 बजे से कोर्ट चौराहा बडवानी में ईस्ट-वेस्ट सीड्स इंडिया प्राईवेट लिमिटेड कंपनी बेंगलुरू का पुतला दहन किया गया। उल्लेखनीय है कि उक्त कंपनी का भिंडी व करेला का बीज जिले के लगभग 03 हजार किसानो के द्वारा 2750 रूपये प्रतिकिलो की दर से लिया गया था। उक्त बीज का उत्पादन न होने पर किसानो के द्वारा कंपनी को शिकायत की गई थी। किसानो की शिकायत पर से दिनांक 20.03.22 को बडवानी जिला मुख्यालय पर कंपनी के अधिकारियो व किसानो की बैठक हुई थी। जिसमें कंपनी के द्वारा जिन किसानो के पास बीज के बिल उपलब्ध है, उन्हे बीज की राशि वापस करने का कहा गया था किन्तु किसानो के द्वारा भिंडी व करेले के बीज के साथ-साथ खाद आदि का खर्चा भी मांगा गया था। जिसे कंपनी के अधिकारियो के द्वारा मना कर दिया गया था। इस कारण उक्त कंपनी का पुतला दहन किया जा रहा है। आगामी दिनो में किसानो के द्वारा पुलिस अधीक्षक बडवानी से भेंट कर कंपनी के विरूद्ध प्रकरण दर्ज करने हेतु आवेदन दिये जाने की तैयारी की जा रही है।",भारतीय किसान संघ,1970-01-01 00:27:28.566622,मंशाराम पंचोले,['कृषक संगठन'],40,फसल बीमा,3,2,14,1,फसल बीमा
Indore,690750,20,अन्य,जिला इन्दौेर में - दिनांक 29.03.2022 को भारतीय किसान संघ के जिला अध्यक्ष कृष्ण पाल सिंह राठौड़ के नेतृत्व में  किसानों की प्रधानमंत्री फसल बीमा योजना अंतर्गत वर्ष 2020 एवं  रबि वर्ष 2020-21 के फसल बीमा द्वारा राशि वितरण की साल्ट फॉल रिपोर्ट प्रदान करने के संबंध में मांगों को लेकर दिन 12:30 बजे से छावनी अनाज मंडी इंदौर पर धरना आंदोलन किए गया । जिसमें मुख्य रुप से भारतीय किसान संघ के मालवा प्रांत के संगठन मंत्री अतुल महेश्वरी पूर्व भारतीय किसान संघ के जिला अध्यक्ष आनंद ठाकुर एवं  भारतीय किसान संघ के जिला उपाध्यक्ष  दिलीप पाटीदार  भारतीय किसान संघ के इंदौर नगर अनिल पुरोहित आदि की मौजूदगी में माननीय मुख्यमंत्री शिवराज सिंह जी चौहान के नाम का ज्ञापन नायब तहसीलदार ओम प्रकाश चोरमा जी को  ज्ञापन 14:27 सौंपा गया । जिस पर से तहसीलदार महोदयने आश्वासन दिया गया कि आपकी जो भी मांग है वरिष्ठ अधिकारियों को हम समय पर पहुंचा दि जाएगी जिसमें करीब 60-70 की उपस्तिथि रही । उल्लेखनीय है कि भारतीय किसान संघ के द्वारा चेतावनी दी गई कि यदि 7 दिनों में  बीमा कंपनी के द्वारा फसलों की साल्टफॉल रिपोर्ट उपलब्ध नहीं कराई जाती है तो प्रदेश के किसानों के आर्थिक हितों को ध्यान में रखते हुए भारतीय किसान संघ मध्यप्रदेश के आह्वान पर प्रत्येक जिला स्तर पर घेरा डालो डेरा डालो आंदोलन के माध्यम से कलेक्टर कार्यालय का घेराव करने के लिए योजना रहेगी । जिसकी समस्त जवाबदारी संबंधित बीमा कंपनी मध्यप्रदेश शासन एवं प्रशासन ने की रहेगी धरना प्रदर्शन 15.15 बजे समाप्त हुआ । लगाए गए नारे भारतीय किसान संघ जिंदाबाद जिंदाबाद जय जवान जय बलराम हमसे जो टकराएगा मिट्टी में मिल जाएगा हम किसी से भीख मांगते हम हमारा अधिकार मांगते,अन्‍य,1970-01-01 00:27:28.567237,कृष्‍ण पाल सिंह राठौर,['कृषक संगठन'],60,फसल बीमा,3,40,21,1,फसल बीमा
Panna,690751,41,पुतला दहन,दिनांक 29.03.22 को 14.35 बजे भारतीय किसान संघ के प्रांतीय आह्वान पर जिलाध्यक्ष रामखिलावन पटेल के नेतृत्व में लगभग 20 लोगों द्वारा कलेक्ट्रेट कार्यालय पन्ना के समक्ष एकत्र होकर बीमा कंपनी का पुतला दहन करते हुये प्रधानमंत्री फसल बीमा योजना अंतर्गत किसानों से उनकी बीमित फसल का प्रीमियम लेकर फसल क्षति होने पर आंशिक मुआवजा देने एवं बीमा कंपनी द्वारा बीमा योजना की मुआवजा राशि समय पर न देकर देरी से देने के विरोध में इन समस्याओं का समाधान शीघ्र किये जाने की मांग को लेकर एक ज्ञापन महामहिम राज्यपाल महोदय के नाम संबोधित तहसीलदार पन्ना को सौंपा गया ।,भारतीय किसान संघ,1970-01-01 00:27:28.567270,रामखिलावन पटेल,['कृषक संगठन'],20,फ़सल ख़राब/फसल अफलन,3,2,14,0,फ़सल ख़राब/फसल अफलन
Panna,690751,41,पुतला दहन,दिनांक 29.03.22 को 14.35 बजे भारतीय किसान संघ के प्रांतीय आह्वान पर जिलाध्यक्ष रामखिलावन पटेल के नेतृत्व में लगभग 20 लोगों द्वारा कलेक्ट्रेट कार्यालय पन्ना के समक्ष एकत्र होकर बीमा कंपनी का पुतला दहन करते हुये प्रधानमंत्री फसल बीमा योजना अंतर्गत किसानों से उनकी बीमित फसल का प्रीमियम लेकर फसल क्षति होने पर आंशिक मुआवजा देने एवं बीमा कंपनी द्वारा बीमा योजना की मुआवजा राशि समय पर न देकर देरी से देने के विरोध में इन समस्याओं का समाधान शीघ्र किये जाने की मांग को लेकर एक ज्ञापन महामहिम राज्यपाल महोदय के नाम संबोधित तहसीलदार पन्ना को सौंपा गया ।,भारतीय किसान संघ,1970-01-01 00:27:28.567270,रामखिलावन पटेल,['कृषक संगठन'],20,फसल बीमा,3,2,14,1,फसल बीमा
Panna,690751,41,ज्ञापन,दिनांक 29.03.22 को 14.35 बजे भारतीय किसान संघ के प्रांतीय आह्वान पर जिलाध्यक्ष रामखिलावन पटेल के नेतृत्व में लगभग 20 लोगों द्वारा कलेक्ट्रेट कार्यालय पन्ना के समक्ष एकत्र होकर बीमा कंपनी का पुतला दहन करते हुये प्रधानमंत्री फसल बीमा योजना अंतर्गत किसानों से उनकी बीमित फसल का प्रीमियम लेकर फसल क्षति होने पर आंशिक मुआवजा देने एवं बीमा कंपनी द्वारा बीमा योजना की मुआवजा राशि समय पर न देकर देरी से देने के विरोध में इन समस्याओं का समाधान शीघ्र किये जाने की मांग को लेकर एक ज्ञापन महामहिम राज्यपाल महोदय के नाम संबोधित तहसीलदार पन्ना को सौंपा गया ।,भारतीय किसान संघ,1970-01-01 00:27:28.567270,रामखिलावन पटेल,['कृषक संगठन'],20,फसल बीमा,3,2,14,1,फसल बीमा
Panna,690751,41,ज्ञापन,दिनांक 29.03.22 को 14.35 बजे भारतीय किसान संघ के प्रांतीय आह्वान पर जिलाध्यक्ष रामखिलावन पटेल के नेतृत्व में लगभग 20 लोगों द्वारा कलेक्ट्रेट कार्यालय पन्ना के समक्ष एकत्र होकर बीमा कंपनी का पुतला दहन करते हुये प्रधानमंत्री फसल बीमा योजना अंतर्गत किसानों से उनकी बीमित फसल का प्रीमियम लेकर फसल क्षति होने पर आंशिक मुआवजा देने एवं बीमा कंपनी द्वारा बीमा योजना की मुआवजा राशि समय पर न देकर देरी से देने के विरोध में इन समस्याओं का समाधान शीघ्र किये जाने की मांग को लेकर एक ज्ञापन महामहिम राज्यपाल महोदय के नाम संबोधित तहसीलदार पन्ना को सौंपा गया ।,भारतीय किसान संघ,1970-01-01 00:27:28.567270,रामखिलावन पटेल,['कृषक संगठन'],20,फ़सल ख़राब/फसल अफलन,3,2,14,0,फ़सल ख़राब/फसल अफलन
Sidhi,690765,50,ज्ञापन,संघ के प्रांतीय आव्हान पर किसानों को फसल बीमा का भुगतान किये जाने की मांग को लेकर दिनांक 29.03.22 को संघ उपाध्यक्ष श्रवण सिंह के नेतृत्व में (10) द्वारा एसडीएम गोपद बनास को 13.20 बजे ज्ञापन सौंपा गया।,भारतीय किसान संघ,1970-01-01 00:27:28.568094,उपाध्यक्ष श्रवण सिंह,['कृषक संगठन'],10,फसल बीमा,3,2,20,1,फसल बीमा
Sagar,690766,39,अन्य,"पूर्व सूचनानुसार भारतीय किसान संघ के प्रांतीय आवाह्न पर दिनांक 29/3/2022 को 1300 बजे पहलवान बब्बाु मंदिर गोपालगंज सागर के पास श्री रघुराज सिंह तोमर जिलाध्य2क्ष भाकिसं सागर एवं श्री आरसी पटेल प्रदेश मंत्री भाकिसं के सयुंक्तु नेतृत्वन में (30) की उपस्थिति में बीमा कंपनी का पुतला दहन किया गया बाद रैली के रूप में कलेक्टर कार्यालय पहुंचकर मान0 मुख्य0मंत्री के नाम संबोधित ज्ञापन एसएलआर सागर को सौपा गया जिसमें लेख किया गया है कि प्रधान मंत्री फसल बीमा योजना बीमा की राशि एक क्लिक के माध्यलम से मुख्यकमंत्री महो0 द्धारा 12 फरवरी 22 को किसानों के खाते में ट्रासंफर की गई थी किंतु राशि खातों में नहीं पहुंची, पटवारी द्धारा सर्वे का कार्य त्रुटिपूर्ण किये जाने एवं बीमा कंपनी द्धारा फसल बीमा योजना में पारदर्शिता नहीं बरते जाने के विरोध में कार्यवाही की मांग का ज्ञापन सौपा गया। मांग पूरी न होने पर संघ द्धारा कलेक्टरर कार्यालय का घेराव एवं डेरा डालो आंदोलन करने की चेतावनी दी है। इसीप्रकार दूसरा ज्ञापन कलेक्ट र के नाम सौपा गया जिसमें लेख किया गया कि सागर जिले के देवरी, केसली में अनाज मंडी बंद है , शीघ्र मंडी में डाक व्य वस्था शुरू करने एवं तहसीलों में बेनामा, बटवारा, पुरानी फीडिंग पर हो रहे भ्रष्टांचार पर कार्यवाही की मांग लेख की गई।",भारतीय किसान संघ,1970-01-01 00:27:28.568113,श्री रघुराज सिंह तोमर,['कृषक संगठन'],30,फसल बीमा,3,2,21,1,फसल बीमा
Jhabua,690774,22,ज्ञापन,"दिनांक 29.03.2022 को 13.30 बजे भारतीय किसान संघ  कार्यकर्ता कैलाश डोडियार के नेतृत्वर में 20-25 किसानों द्वारा अपनी मांग ‘’ 12 फरवरी को सिंगल क्लिक के माध्यम से खरीफ 2020 एवं रबि 2020- 2021 फसल बीमा की राशि खातों में डाली गई और जिन किसानों को राशि दी गई है वह बहुत ही कम है एक ही पटवारी हल्के में जमीन होने के बावजूद प्रति एकड़ बीमा की राशि अलग-अलग दी गई है, बीमा कंपनी बीमा की लिस्ट उपलब्ध नहीं करा रही हैं’’ उक्‍त समस्यापओं को लेकर डीआरपी लाइन के पास साईं मंदिर से रैली के रूप जिला मुख्याुलय कलेक्टर कार्यालय झाबुआ पहुंचकर नारेबाजी कर मान.मुख्यमंत्री महोदय को संबोधित ज्ञापन एसडीएम झाबुआ एल.एन.गर्ग को 14.10 बजे सौपा गया ।",भारतीय किसान संघ,1970-01-01 00:27:28.568414,कैलाश डोडियार,['कृषक संगठन'],25,फसल बीमा,3,2,13,1,फसल बीमा
Sheopur,690791,31,अन्य,•	दिनांक 29-03-22 को 15.00 बजे भारतीय किसान संघ जिलाध्य क्ष नरेन्द्र सिंह चौधरी के नेतृत्व में 10-12 की उपस्थिति में  जय स्तम्भ  चौक बीमा कंपनी में फसल बीमा को लेकर हो रहे भ्रष्टाचार के विरोध में बीमा कंपनी का पुतला दहन किया गया । बाद रैली निकालकर 15.00 बजे जिलाधीश कार्यालय पहुचकर मान. मुख्यमंत्री महोदय को संबोधित ज्ञापन दिया गया ।,भारतीय किसान संघ,1970-01-01 00:27:28.568948,नरेन्द्र सिंह चौधरी,['कृषक संगठन'],12,फसल बीमा,3,2,19,1,फसल बीमा
Hoshangabad,690800,19,पुतला दहन,भारतीय किसान संघ- \r\n फसल बीमा योजना की विसंगतियों को दूर करने की मांग को लेकर दिनांक 29.03.22 को पीपल चौक कलेक्‍ट्रेट के सामने जिला अध्‍यक्ष देवेन्‍द्र पटेल के नेतृत्‍व में 13.45 बजे से 14.30 बजे तक 30-35 की उपस्थिती में धरना दिया गया । धरने के दौरान फसल बीमा कंपनी एवं तवा पुल कार्यपालन यंत्री एम पीआरडीसी का पुतल दहन कर एसडीएम नर्मदापुरम को ज्ञापन सौपा गया ।,भारतीय किसान संघ,1970-01-01 00:27:28.569192,जिला अध्‍यक्ष देवेन्‍द्र पटेल,['कृषक संगठन'],35,फसल बीमा,3,2,29,1,फसल बीमा
Hoshangabad,690826,19,ज्ञापन,किसान कांग्रेंस – \r\n         दिनांक 29.03.22 को किसान कांग्रेंस के पिपरिया तहसील अध्‍यक्ष हेमराज पटेल के नेतृत्‍व में 15.00 बजे तहसीलदार पिपरिया से मुलाकात करके ग्रीष्‍म कालीन हेतु मूंग की फसल हेतु यूरिया खाद उपलब्‍ध कराने की मांग को लेकर ज्ञापन सौपा गया ।,किसान कांग्रेस,1970-01-01 00:27:28.569954,पिपरिया तहसील अध्‍यक्ष हेमराज पटेल,['राजनैतिक पार्टी'],0,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,3,22,34,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी
Vidisha,690828,28,पुतला दहन,"दिनांक 29.03.2022 को 14:50 बजे स्वा्मी विवेकानंद चौराहा विदिशा भारतीय किसान संघ विदिशा  की ओर से जिलाध्यक्ष नारायणसिंह रघुवंशी के नेतृत्व 2020 खरीफ फसल बीमा में जो विसंगतियां है उसे दूर किया जाये, जिला सहकारी बैंक के केसीसी ऋण जमा करने की तारीक्ष 28 मार्च से 15 मई किये जाये, किसान को गेंहू खरीदी केन्द्रण पर उपार्जन करने पर 50 प्रतिशत राशि काटने की जो बात की जा रही है उसे निरस्त किये जाने,केसीसी जमा करने के 5 दिन बाद किसान को राशि तुरंत दी जाए, मांगो को लेकर करीब 25-30 की उपस्थिति में बीमा कंपनी के प्रतीक पुतले का  40-50 की उपस्थिति में किया गया पश्चात रैली के रूप में कलेक्ट्रेट कार्यालय विदिशा आकर माननीय मुख्य मंत्री महोदय को संबोधित ज्ञापन कलेक्टर विदिशा को दिया गया।",भारतीय किसान संघ,1970-01-01 00:27:28.569990,जिलाध्‍यक्ष नारायण सिंह रघुवंशी,['कृषक संगठन'],50,फसल बीमा,3,2,31,1,फसल बीमा
Vidisha,690828,28,पुतला दहन,"दिनांक 29.03.2022 को 14:50 बजे स्वा्मी विवेकानंद चौराहा विदिशा भारतीय किसान संघ विदिशा  की ओर से जिलाध्यक्ष नारायणसिंह रघुवंशी के नेतृत्व 2020 खरीफ फसल बीमा में जो विसंगतियां है उसे दूर किया जाये, जिला सहकारी बैंक के केसीसी ऋण जमा करने की तारीक्ष 28 मार्च से 15 मई किये जाये, किसान को गेंहू खरीदी केन्द्रण पर उपार्जन करने पर 50 प्रतिशत राशि काटने की जो बात की जा रही है उसे निरस्त किये जाने,केसीसी जमा करने के 5 दिन बाद किसान को राशि तुरंत दी जाए, मांगो को लेकर करीब 25-30 की उपस्थिति में बीमा कंपनी के प्रतीक पुतले का  40-50 की उपस्थिति में किया गया पश्चात रैली के रूप में कलेक्ट्रेट कार्यालय विदिशा आकर माननीय मुख्य मंत्री महोदय को संबोधित ज्ञापन कलेक्टर विदिशा को दिया गया।",भारतीय किसान संघ,1970-01-01 00:27:28.569990,जिलाध्‍यक्ष नारायण सिंह रघुवंशी,['कृषक संगठन'],50,मंडी व्यवस्था/खरीदी केन्द्,3,2,31,11,मंडी व्यवस्था/खरीदी केन्द्
Khandwa,690830,24,धरना,"दिनांक 29.03.2022 को भारतीय किसान संघ के प्रांतीय आव्हा5न पर किसानो की प्रमुख समस्याेऐ बीमा कंपनी द्वारा वर्ष 2019-20 की बीमा राशि जिन किसानो के खाते में डाली गई है वह बहुत ही कम है, एवं कई किसानो के खाते में आज दिनांक तक बीमा राशि नही आई, तथा एक ही पटवारी हल्केक में जमीन होने के बावजूद प्रति एकड बीमा राशि अलग अलग दी गई। प्रशासन द्वारा बीमा राशि में सुधार किया जाकर किसानो को फसल नुकसान के अनुसार बीमा राशि शीघ्र उपलब्धस कराया जाये आदि को लेकर प्रदेश के समस्तक जिलो में भारतीय किसान संघ द्वारा धरना प्रदर्शन, बीमा कंपनी का पुतला दहन एवं ज्ञापन दिया गया। 
जिला खण्ड वा में भारतीय किसान संघ के जिलाध्यीक्ष राधेश्यानम चाचरिया के नेतृत्वं में दिनांक 29.03.2022 को भारतीय किसान संघ के पदाधिकारी/कार्यकर्ताओ एवं किसानो सहित लगभग 110-120 की उपस्थिति में शहर खण्डकवा कलेक्‍टर कार्यालय परिसर में दोपहर 12:30 बजे से अंशिक धरना दिया जाकर रैली के रूप में कलेक्टकर कार्यालय परिसर पहुचकर माननीय मुख्य मंत्री महोदय के नाम संबोधित ज्ञापन डिप्टी  कलेक्टरर कुमार सानू को दोपहर 13:55 बजे दिया गया, बाद कलेक्टधर कार्यालय परिसर में ही बीमा कंपनी का पुतला दहन कर किया गया।",भारतीय किसान संघ,1970-01-01 00:27:28.570003,भारतीय किसान संघ जिला अध्‍यक्ष राधेश्‍याम चाचरिया,['कृषक संगठन'],110,फ़सल ख़राब/फसल अफलन,3,2,49,0,फ़सल ख़राब/फसल अफलन
Khandwa,690830,24,पुतला दहन,"दिनांक 29.03.2022 को भारतीय किसान संघ के प्रांतीय आव्हा5न पर किसानो की प्रमुख समस्याेऐ बीमा कंपनी द्वारा वर्ष 2019-20 की बीमा राशि जिन किसानो के खाते में डाली गई है वह बहुत ही कम है, एवं कई किसानो के खाते में आज दिनांक तक बीमा राशि नही आई, तथा एक ही पटवारी हल्केक में जमीन होने के बावजूद प्रति एकड बीमा राशि अलग अलग दी गई। प्रशासन द्वारा बीमा राशि में सुधार किया जाकर किसानो को फसल नुकसान के अनुसार बीमा राशि शीघ्र उपलब्धस कराया जाये आदि को लेकर प्रदेश के समस्तक जिलो में भारतीय किसान संघ द्वारा धरना प्रदर्शन, बीमा कंपनी का पुतला दहन एवं ज्ञापन दिया गया। 
जिला खण्ड वा में भारतीय किसान संघ के जिलाध्यीक्ष राधेश्यानम चाचरिया के नेतृत्वं में दिनांक 29.03.2022 को भारतीय किसान संघ के पदाधिकारी/कार्यकर्ताओ एवं किसानो सहित लगभग 110-120 की उपस्थिति में शहर खण्डकवा कलेक्‍टर कार्यालय परिसर में दोपहर 12:30 बजे से अंशिक धरना दिया जाकर रैली के रूप में कलेक्टकर कार्यालय परिसर पहुचकर माननीय मुख्य मंत्री महोदय के नाम संबोधित ज्ञापन डिप्टी  कलेक्टरर कुमार सानू को दोपहर 13:55 बजे दिया गया, बाद कलेक्टधर कार्यालय परिसर में ही बीमा कंपनी का पुतला दहन कर किया गया।",भारतीय किसान संघ,1970-01-01 00:27:28.570003,भारतीय किसान संघ जिला अध्‍यक्ष राधेश्‍याम चाचरिया,['कृषक संगठन'],110,फ़सल ख़राब/फसल अफलन,3,2,49,0,फ़सल ख़राब/फसल अफलन
