district_id,organization_id,organization_type_id,intotal,year,month,week_of_month,weekday,hour,demand_id,demand_clean,time
39,40.0,3,50,2021,2,1,2,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-03 16:01:09.000000
39,40.0,3,50,2021,2,1,2,16,10,सहायता राशि/मुआवज़ा,2021-02-03 16:01:09.000000
39,40.0,3,50,2021,2,1,2,16,1,फसल बीमा,2021-02-03 16:01:09.000000
18,3.0,3,30,2021,2,1,2,16,7,नहरों का पानी/सिचाई समस्या,2021-02-03 16:32:20.000000
18,3.0,3,30,2021,2,1,3,15,7,नहरों का पानी/सिचाई समस्या,2021-02-04 15:56:52.000000
45,13.0,3,0,2021,2,1,3,19,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-04 19:11:48.000000
9,5.0,3,50,2021,2,1,4,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-05 16:47:20.000000
9,5.0,3,15,2021,2,1,5,13,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-06 13:36:42.000000
9,5.0,3,15,2021,2,1,5,13,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-06 13:36:42.000000
50,37.0,3,100,2021,2,1,5,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-06 15:27:15.000000
50,16.0,3,100,2021,2,1,5,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-06 15:27:15.000000
50,37.0,3,100,2021,2,1,5,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-06 15:27:15.000000
50,16.0,3,100,2021,2,1,5,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-06 15:27:15.000000
39,40.0,3,10,2021,2,1,5,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-06 15:49:27.000000
31,40.0,3,250,2021,2,1,5,15,11,मंडी व्यवस्था/खरीदी केन्द्,2021-02-06 15:55:21.000000
31,,1,250,2021,2,1,5,16,11,मंडी व्यवस्था/खरीदी केन्द्,2021-02-06 16:27:27.000000
31,,3,250,2021,2,1,5,16,11,मंडी व्यवस्था/खरीदी केन्द्,2021-02-06 16:27:27.000000
39,13.0,3,50,2021,2,2,1,16,10,सहायता राशि/मुआवज़ा,2021-02-09 16:18:51.000000
21,,3,20,2021,2,2,2,18,10,सहायता राशि/मुआवज़ा,2021-02-10 18:31:49.000000
14,2.0,3,5,2021,2,2,3,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-11 17:22:49.000000
43,2.0,3,0,2021,2,2,3,20,11,मंडी व्यवस्था/खरीदी केन्द्,2021-02-11 20:55:29.000000
47,13.0,3,42,2021,2,2,4,15,12,जमीनअधिग्रहण,2021-02-12 15:39:23.000000
8,40.0,3,8,2021,2,2,4,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-12 17:15:30.000000
24,2.0,3,10,2021,2,2,5,16,7,नहरों का पानी/सिचाई समस्या,2021-02-13 16:12:57.000000
47,13.0,3,42,2021,2,2,6,15,12,जमीनअधिग्रहण,2021-02-14 15:27:12.000000
20,40.0,3,20,2021,2,3,0,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-15 15:04:08.000000
14,40.0,3,40,2021,2,3,0,15,3,बिजली बिल,2021-02-15 15:43:09.000000
12,2.0,3,40,2021,2,3,0,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-15 16:11:15.000000
14,40.0,3,40,2021,2,3,1,15,3,बिजली बिल,2021-02-16 15:37:49.000000
28,7.0,3,7,2021,2,3,3,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-18 16:26:13.000000
18,2.0,3,4,2021,2,3,3,16,10,सहायता राशि/मुआवज़ा,2021-02-18 16:29:19.000000
18,2.0,3,4,2021,2,3,3,16,7,नहरों का पानी/सिचाई समस्या,2021-02-18 16:29:19.000000
27,40.0,3,8,2021,2,3,3,16,1,फसल बीमा,2021-02-18 16:39:34.000000
40,40.0,3,2,2021,2,3,3,17,0,फ़सल ख़राब/फसल अफलन,2021-02-18 17:15:17.000000
40,40.0,3,30,2021,2,3,4,16,0,फ़सल ख़राब/फसल अफलन,2021-02-19 16:29:22.000000
24,2.0,3,30,2021,2,3,5,16,10,सहायता राशि/मुआवज़ा,2021-02-20 16:16:16.000000
24,2.0,3,30,2021,2,3,5,16,1,फसल बीमा,2021-02-20 16:16:16.000000
22,7.0,3,50,2021,2,3,6,13,7,नहरों का पानी/सिचाई समस्या,2021-02-21 13:51:43.000000
49,37.0,3,1000,2021,2,4,0,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-22 16:36:52.000000
49,37.0,3,1000,2021,2,4,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-23 16:48:42.000000
43,2.0,3,250,2021,2,4,1,17,1,फसल बीमा,2021-02-23 17:36:11.000000
12,,12,20,2021,2,4,2,16,11,मंडी व्यवस्था/खरीदी केन्द्,2021-02-24 16:07:10.000000
12,,3,20,2021,2,4,2,16,11,मंडी व्यवस्था/खरीदी केन्द्,2021-02-24 16:07:10.000000
39,40.0,3,60,2021,2,4,2,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-24 16:38:14.000000
32,7.0,3,400,2021,2,4,2,20,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-24 20:07:39.000000
49,37.0,3,200,2021,2,4,3,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-25 16:23:39.000000
49,37.0,3,200,2021,2,4,3,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-25 16:35:28.000000
24,2.0,3,10,2021,2,4,4,16,0,फ़सल ख़राब/फसल अफलन,2021-02-26 16:25:00.000000
24,2.0,3,10,2021,2,4,4,16,1,फसल बीमा,2021-02-26 16:25:00.000000
23,2.0,3,5,2021,2,4,5,12,7,नहरों का पानी/सिचाई समस्या,2021-02-27 12:31:05.000000
44,2.0,3,35,2021,2,4,5,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-27 17:05:33.000000
24,2.0,3,15,2022,2,1,1,16,1,फसल बीमा,2022-02-01 16:18:26.000000
19,39.0,3,10,2022,2,1,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-01 16:28:40.000000
44,7.0,3,15,2022,2,1,1,17,7,नहरों का पानी/सिचाई समस्या,2022-02-01 17:09:06.000000
44,7.0,3,15,2022,2,1,1,17,13,भावंतर राशि,2022-02-01 17:09:06.000000
1,40.0,3,0,2022,2,1,1,18,1,फसल बीमा,2022-02-01 18:51:18.000000
24,2.0,3,10,2022,2,1,2,16,1,फसल बीमा,2022-02-02 16:55:36.000000
24,2.0,3,15,2022,2,1,2,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-02 17:08:56.000000
44,7.0,3,15,2022,2,1,2,17,7,नहरों का पानी/सिचाई समस्या,2022-02-02 17:13:30.000000
44,7.0,3,15,2022,2,1,2,17,13,भावंतर राशि,2022-02-02 17:13:30.000000
18,22.0,3,0,2022,2,1,3,14,10,सहायता राशि/मुआवज़ा,2022-02-03 14:34:23.000000
24,2.0,3,30,2022,2,1,3,16,1,फसल बीमा,2022-02-03 16:41:03.000000
44,7.0,3,15,2022,2,1,3,16,7,नहरों का पानी/सिचाई समस्या,2022-02-03 16:42:51.000000
44,7.0,3,15,2022,2,1,3,16,13,भावंतर राशि,2022-02-03 16:42:51.000000
33,40.0,3,8,2022,2,1,4,16,12,जमीनअधिग्रहण,2022-02-04 16:15:51.000000
44,7.0,3,15,2022,2,1,4,16,13,भावंतर राशि,2022-02-04 16:25:41.000000
44,7.0,3,15,2022,2,1,4,16,7,नहरों का पानी/सिचाई समस्या,2022-02-04 16:25:41.000000
24,2.0,3,10,2022,2,1,4,16,1,फसल बीमा,2022-02-04 16:32:27.000000
21,,3,30,2022,2,1,4,18,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2022-02-04 18:09:00.000000
45,22.0,3,80,2022,2,1,4,18,12,जमीनअधिग्रहण,2022-02-04 18:43:19.000000
45,22.0,3,80,2022,2,1,4,18,12,जमीनअधिग्रहण,2022-02-04 18:43:19.000000
45,22.0,3,80,2022,2,1,4,18,12,जमीनअधिग्रहण,2022-02-04 18:43:19.000000
45,22.0,3,80,2022,2,1,4,18,12,जमीनअधिग्रहण,2022-02-04 18:43:19.000000
44,7.0,3,15,2022,2,1,5,15,7,नहरों का पानी/सिचाई समस्या,2022-02-05 15:02:52.000000
44,7.0,3,15,2022,2,1,5,15,13,भावंतर राशि,2022-02-05 15:02:52.000000
6,40.0,3,0,2022,2,1,5,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-05 15:21:46.000000
24,2.0,3,8,2022,2,1,5,16,1,फसल बीमा,2022-02-05 16:13:14.000000
24,2.0,3,8,2022,2,1,6,16,1,फसल बीमा,2022-02-06 16:58:11.000000
33,40.0,3,50,2022,2,1,6,16,12,जमीनअधिग्रहण,2022-02-06 16:59:47.000000
31,2.0,3,15,2022,2,1,6,18,3,बिजली बिल,2022-02-06 18:10:52.000000
39,40.0,3,10,2022,2,1,0,16,11,मंडी व्यवस्था/खरीदी केन्द्,2022-02-07 16:21:32.000000
33,40.0,3,0,2022,2,1,0,17,12,जमीनअधिग्रहण,2022-02-07 17:00:03.000000
24,2.0,3,40,2022,2,1,0,17,1,फसल बीमा,2022-02-07 17:22:52.000000
33,40.0,3,30,2022,2,2,1,17,12,जमीनअधिग्रहण,2022-02-08 17:01:22.000000
44,7.0,3,15,2022,2,2,2,16,13,भावंतर राशि,2022-02-09 16:15:57.000000
44,7.0,3,15,2022,2,2,2,16,7,नहरों का पानी/सिचाई समस्या,2022-02-09 16:15:57.000000
33,40.0,3,30,2022,2,2,2,17,12,जमीनअधिग्रहण,2022-02-09 17:02:41.000000
11,40.0,3,40,2022,2,2,3,14,7,नहरों का पानी/सिचाई समस्या,2022-02-10 14:53:00.000000
11,40.0,3,40,2022,2,2,3,14,7,नहरों का पानी/सिचाई समस्या,2022-02-10 14:53:00.000000
11,40.0,3,40,2022,2,2,3,14,7,नहरों का पानी/सिचाई समस्या,2022-02-10 14:53:00.000000
11,40.0,3,3,2022,2,2,3,14,0,फ़सल ख़राब/फसल अफलन,2022-02-10 14:54:34.000000
44,7.0,3,15,2022,2,2,3,16,13,भावंतर राशि,2022-02-10 16:38:41.000000
44,7.0,3,15,2022,2,2,3,16,7,नहरों का पानी/सिचाई समस्या,2022-02-10 16:38:41.000000
1,2.0,3,15,2022,2,2,3,16,10,सहायता राशि/मुआवज़ा,2022-02-10 16:53:51.000000
33,40.0,3,0,2022,2,2,3,17,12,जमीनअधिग्रहण,2022-02-10 17:35:04.000000
44,7.0,3,20,2022,2,2,4,16,13,भावंतर राशि,2022-02-11 16:16:23.000000
44,7.0,3,20,2022,2,2,4,16,7,नहरों का पानी/सिचाई समस्या,2022-02-11 16:16:23.000000
1,2.0,3,12,2022,2,2,4,16,10,सहायता राशि/मुआवज़ा,2022-02-11 16:24:19.000000
4,2.0,3,8,2022,2,2,4,16,7,नहरों का पानी/सिचाई समस्या,2022-02-11 16:28:18.000000
33,40.0,3,20,2022,2,2,4,17,12,जमीनअधिग्रहण,2022-02-11 17:13:20.000000
4,2.0,3,8,2022,2,2,5,10,7,नहरों का पानी/सिचाई समस्या,2022-02-12 10:32:10.000000
33,40.0,3,20,2022,2,2,5,16,12,जमीनअधिग्रहण,2022-02-12 16:31:57.000000
7,40.0,3,25,2022,2,2,5,16,4,बिजली की समस्या,2022-02-12 16:36:37.000000
7,40.0,3,25,2022,2,2,5,16,12,जमीनअधिग्रहण,2022-02-12 16:36:37.000000
44,7.0,3,15,2022,2,2,5,16,13,भावंतर राशि,2022-02-12 16:54:16.000000
44,7.0,3,15,2022,2,2,5,16,7,नहरों का पानी/सिचाई समस्या,2022-02-12 16:54:16.000000
1,2.0,3,12,2022,2,2,5,18,10,सहायता राशि/मुआवज़ा,2022-02-12 18:43:18.000000
33,40.0,3,20,2022,2,2,6,16,12,जमीनअधिग्रहण,2022-02-13 16:12:40.000000
1,2.0,3,12,2022,2,2,0,17,10,सहायता राशि/मुआवज़ा,2022-02-14 17:13:21.000000
1,2.0,3,12,2022,2,2,0,18,10,सहायता राशि/मुआवज़ा,2022-02-14 18:30:22.000000
6,2.0,3,25,2022,2,3,1,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-15 15:35:55.000000
6,2.0,3,25,2022,2,3,1,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-15 15:35:55.000000
19,2.0,3,20,2022,2,3,1,16,1,फसल बीमा,2022-02-15 16:25:55.000000
19,2.0,3,20,2022,2,3,1,16,0,फ़सल ख़राब/फसल अफलन,2022-02-15 16:25:55.000000
28,41.0,3,50,2022,2,3,1,16,1,फसल बीमा,2022-02-15 16:31:18.000000
31,2.0,3,0,2022,2,3,2,15,0,फ़सल ख़राब/फसल अफलन,2022-02-16 15:40:27.000000
4,2.0,3,20,2022,2,3,2,16,7,नहरों का पानी/सिचाई समस्या,2022-02-16 16:05:40.000000
18,2.0,3,15,2022,2,3,3,14,1,फसल बीमा,2022-02-17 14:43:18.000000
18,2.0,3,15,2022,2,3,3,14,7,नहरों का पानी/सिचाई समस्या,2022-02-17 14:43:18.000000
7,2.0,3,10,2022,2,3,3,15,1,फसल बीमा,2022-02-17 15:38:30.000000
1,2.0,3,80,2022,2,3,3,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-17 17:41:11.000000
39,13.0,3,30,2022,2,3,4,15,1,फसल बीमा,2022-02-18 15:58:11.000000
29,39.0,3,7,2022,2,3,5,15,1,फसल बीमा,2022-02-19 15:58:49.000000
45,22.0,3,35,2022,2,3,0,18,0,फ़सल ख़राब/फसल अफलन,2022-02-21 18:02:23.000000
43,2.0,3,12,2022,2,4,1,11,1,फसल बीमा,2022-02-22 11:29:00.000000
43,2.0,3,12,2022,2,4,1,11,10,सहायता राशि/मुआवज़ा,2022-02-22 11:29:00.000000
27,53.0,3,30,2022,2,4,1,15,1,फसल बीमा,2022-02-22 15:55:22.000000
39,40.0,3,20,2022,2,4,1,15,13,भावंतर राशि,2022-02-22 15:56:37.000000
39,40.0,3,20,2022,2,4,1,15,3,बिजली बिल,2022-02-22 15:56:37.000000
39,40.0,3,20,2022,2,4,1,15,1,फसल बीमा,2022-02-22 15:56:37.000000
39,40.0,3,5,2022,2,4,2,16,0,फ़सल ख़राब/फसल अफलन,2022-02-23 16:10:21.000000
50,40.0,3,70,2022,2,4,2,17,7,नहरों का पानी/सिचाई समस्या,2022-02-23 17:34:39.000000
45,22.0,3,150,2022,2,4,3,17,0,फ़सल ख़राब/फसल अफलन,2022-02-24 17:26:28.000000
45,22.0,3,150,2022,2,4,3,17,3,बिजली बिल,2022-02-24 17:26:28.000000
45,22.0,3,150,2022,2,4,3,17,0,फ़सल ख़राब/फसल अफलन,2022-02-24 17:26:28.000000
45,22.0,3,150,2022,2,4,3,17,0,फ़सल ख़राब/फसल अफलन,2022-02-24 17:26:28.000000
45,22.0,3,150,2022,2,4,3,17,3,बिजली बिल,2022-02-24 17:26:28.000000
45,22.0,3,150,2022,2,4,3,17,0,फ़सल ख़राब/फसल अफलन,2022-02-24 17:26:28.000000
45,22.0,3,150,2022,2,4,3,17,3,बिजली बिल,2022-02-24 17:26:28.000000
45,22.0,3,150,2022,2,4,3,17,3,बिजली बिल,2022-02-24 17:26:28.000000
9,22.0,3,11,2022,2,4,3,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-24 17:37:57.000000
1,2.0,3,50,2022,2,4,3,19,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-24 19:20:17.000000
42,2.0,3,60,2022,2,4,3,20,1,फसल बीमा,2022-02-24 20:31:55.000000
42,2.0,3,60,2022,2,4,3,20,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-24 20:31:55.000000
6,2.0,3,2000,2022,2,4,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-25 15:49:32.000000
33,40.0,3,100,2022,2,4,4,17,12,जमीनअधिग्रहण,2022-02-25 17:00:21.000000
33,40.0,3,100,2022,2,4,4,17,12,जमीनअधिग्रहण,2022-02-25 17:00:21.000000
33,40.0,3,100,2022,2,4,4,17,12,जमीनअधिग्रहण,2022-02-25 17:00:21.000000
40,40.0,3,0,2022,2,4,4,18,3,बिजली बिल,2022-02-25 18:03:11.000000
19,43.0,3,15,2022,2,4,5,13,1,फसल बीमा,2022-02-26 13:28:27.000000
6,2.0,3,2700,2022,2,4,5,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-26 16:24:01.000000
6,2.0,3,2000,2022,2,4,6,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-27 15:02:52.000000
39,13.0,3,30,2022,2,4,0,15,3,बिजली बिल,2022-02-28 15:02:43.000000
44,39.0,3,20,2022,2,4,0,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2022-02-28 17:17:40.000000
44,39.0,3,10,2023,2,1,3,15,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-02 15:57:53.000000
44,39.0,3,10,2023,2,1,3,15,7,नहरों का पानी/सिचाई समस्या,2023-02-02 15:57:53.000000
6,40.0,3,400,2023,2,1,3,16,4,बिजली की समस्या,2023-02-02 16:16:14.000000
6,40.0,3,400,2023,2,1,3,16,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-02 16:16:14.000000
6,40.0,3,400,2023,2,1,3,16,7,नहरों का पानी/सिचाई समस्या,2023-02-02 16:16:14.000000
6,40.0,3,400,2023,2,1,3,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-02 16:16:14.000000
24,2.0,3,30,2023,2,1,3,16,0,फ़सल ख़राब/फसल अफलन,2023-02-02 16:42:22.000000
24,2.0,3,30,2023,2,1,3,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-02 16:42:22.000000
44,7.0,3,10,2023,2,1,3,16,7,नहरों का पानी/सिचाई समस्या,2023-02-02 16:48:27.000000
44,39.0,3,10,2023,2,1,4,16,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-03 16:03:14.000000
44,39.0,3,10,2023,2,1,4,16,7,नहरों का पानी/सिचाई समस्या,2023-02-03 16:03:14.000000
43,2.0,3,50,2023,2,1,4,18,7,नहरों का पानी/सिचाई समस्या,2023-02-03 18:24:58.000000
6,40.0,3,250,2023,2,1,5,16,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-04 16:05:34.000000
6,40.0,3,250,2023,2,1,5,16,7,नहरों का पानी/सिचाई समस्या,2023-02-04 16:05:34.000000
6,40.0,3,250,2023,2,1,5,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-04 16:05:34.000000
6,40.0,3,250,2023,2,1,5,16,4,बिजली की समस्या,2023-02-04 16:05:34.000000
6,40.0,3,250,2023,2,1,5,16,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-04 16:05:34.000000
6,40.0,3,250,2023,2,1,5,16,7,नहरों का पानी/सिचाई समस्या,2023-02-04 16:05:34.000000
6,40.0,3,250,2023,2,1,5,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-04 16:05:34.000000
6,40.0,3,250,2023,2,1,5,16,4,बिजली की समस्या,2023-02-04 16:05:34.000000
29,40.0,3,50,2023,2,1,5,17,0,फ़सल ख़राब/फसल अफलन,2023-02-04 17:19:18.000000
43,2.0,3,40,2023,2,1,5,17,7,नहरों का पानी/सिचाई समस्या,2023-02-04 17:23:37.000000
4,25.0,3,15,2023,2,1,1,10,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-07 10:21:10.000000
39,13.0,3,15,2023,2,2,2,16,1,फसल बीमा,2023-02-08 16:29:59.000000
11,40.0,3,60,2023,2,2,3,15,7,नहरों का पानी/सिचाई समस्या,2023-02-09 15:24:25.000000
24,40.0,3,15,2023,2,2,4,16,7,नहरों का पानी/सिचाई समस्या,2023-02-10 16:42:16.000000
24,40.0,3,15,2023,2,2,4,16,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-10 16:42:16.000000
24,40.0,3,15,2023,2,2,4,16,6,बीज की समस्या,2023-02-10 16:42:16.000000
24,40.0,3,15,2023,2,2,5,16,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-11 16:14:18.000000
24,40.0,3,15,2023,2,2,5,16,6,बीज की समस्या,2023-02-11 16:14:18.000000
24,40.0,3,15,2023,2,2,5,16,7,नहरों का पानी/सिचाई समस्या,2023-02-11 16:14:18.000000
19,7.0,3,0,2023,2,2,5,16,7,नहरों का पानी/सिचाई समस्या,2023-02-11 16:48:50.000000
19,7.0,3,0,2023,2,2,5,16,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-11 16:48:50.000000
24,40.0,3,3,2023,2,2,6,15,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-12 15:40:48.000000
24,40.0,3,3,2023,2,2,6,15,6,बीज की समस्या,2023-02-12 15:40:48.000000
24,40.0,3,3,2023,2,2,6,15,7,नहरों का पानी/सिचाई समस्या,2023-02-12 15:40:48.000000
24,40.0,3,6,2023,2,2,0,12,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-13 12:23:45.000000
24,40.0,3,6,2023,2,2,0,12,6,बीज की समस्या,2023-02-13 12:23:45.000000
24,40.0,3,6,2023,2,2,0,12,7,नहरों का पानी/सिचाई समस्या,2023-02-13 12:23:45.000000
24,40.0,3,20,2023,2,2,1,16,7,नहरों का पानी/सिचाई समस्या,2023-02-14 16:52:55.000000
24,40.0,3,20,2023,2,2,1,16,6,बीज की समस्या,2023-02-14 16:52:55.000000
24,40.0,3,20,2023,2,2,1,16,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-14 16:52:55.000000
6,2.0,3,5,2023,2,2,1,17,10,सहायता राशि/मुआवज़ा,2023-02-14 17:23:08.000000
6,2.0,3,5,2023,2,2,1,17,3,बिजली बिल,2023-02-14 17:23:08.000000
6,2.0,3,5,2023,2,2,1,17,1,फसल बीमा,2023-02-14 17:23:08.000000
6,2.0,3,5,2023,2,2,1,17,7,नहरों का पानी/सिचाई समस्या,2023-02-14 17:23:08.000000
40,40.0,3,10,2023,2,3,4,11,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-17 11:46:52.000000
11,40.0,3,0,2023,2,3,4,14,12,जमीनअधिग्रहण,2023-02-17 14:07:00.000000
11,40.0,3,0,2023,2,3,4,14,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2023-02-17 14:07:00.000000
36,40.0,3,20,2023,2,3,6,17,12,जमीनअधिग्रहण,2023-02-19 17:30:23.000000
43,46.0,3,20,2023,2,3,6,17,7,नहरों का पानी/सिचाई समस्या,2023-02-19 17:40:06.000000
39,13.0,3,150,2023,2,3,1,15,1,फसल बीमा,2023-02-21 15:38:41.000000
1,2.0,3,0,2023,2,4,2,15,7,नहरों का पानी/सिचाई समस्या,2023-02-22 15:20:47.000000
36,40.0,3,1500,2023,2,4,2,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-22 16:48:59.000000
36,40.0,3,1500,2023,2,4,2,16,12,जमीनअधिग्रहण,2023-02-22 16:48:59.000000
11,40.0,3,50,2023,2,4,3,16,4,बिजली की समस्या,2023-02-23 16:29:57.000000
24,40.0,3,4,2023,2,4,4,12,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-24 12:55:28.000000
24,40.0,3,6,2023,2,4,4,12,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-24 12:58:51.000000
24,40.0,3,5,2023,2,4,4,13,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-24 13:00:57.000000
50,37.0,3,10,2023,2,4,4,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-24 16:12:54.000000
36,40.0,3,1000,2023,2,4,4,17,12,जमीनअधिग्रहण,2023-02-24 17:16:20.000000
8,2.0,3,20,2023,2,4,5,15,1,फसल बीमा,2023-02-25 15:56:55.000000
8,2.0,3,20,2023,2,4,5,15,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2023-02-25 15:56:55.000000
48,13.0,3,50,2023,2,4,0,12,4,बिजली की समस्या,2023-02-27 12:57:36.000000
1,3.0,3,6,2023,2,4,1,14,1,फसल बीमा,2023-02-28 14:57:41.000000
1,13.0,3,60,2023,2,4,1,14,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-28 14:59:10.000000
24,40.0,3,15,2023,2,4,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2023-02-28 16:21:05.000000
24,2.0,3,8,2024,2,1,3,15,10,सहायता राशि/मुआवज़ा,2024-02-01 15:15:54.000000
9,2.0,3,18,2024,2,1,3,17,0,फ़सल ख़राब/फसल अफलन,2024-02-01 17:19:12.000000
9,2.0,3,18,2024,2,1,3,17,0,फ़सल ख़राब/फसल अफलन,2024-02-01 17:19:12.000000
1,40.0,3,40,2024,2,1,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2024-02-02 15:21:04.000000
49,7.0,3,5,2024,2,1,4,15,12,जमीनअधिग्रहण,2024-02-02 15:40:42.000000
49,7.0,3,5,2024,2,1,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2024-02-02 15:40:42.000000
49,7.0,3,5,2024,2,1,4,15,12,जमीनअधिग्रहण,2024-02-02 15:40:42.000000
49,7.0,3,5,2024,2,1,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2024-02-02 15:40:42.000000
49,7.0,3,5,2024,2,1,4,15,12,जमीनअधिग्रहण,2024-02-02 15:46:02.000000
49,7.0,3,5,2024,2,1,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2024-02-02 15:46:02.000000
4,39.0,3,15,2024,2,1,5,14,7,नहरों का पानी/सिचाई समस्या,2024-02-03 14:58:25.000000
4,39.0,3,15,2024,2,1,5,14,7,नहरों का पानी/सिचाई समस्या,2024-02-03 14:58:25.000000
47,,3,80,2024,2,1,0,13,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2024-02-05 13:17:07.000000
47,,3,80,2024,2,1,0,13,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2024-02-05 13:17:07.000000
47,,12,80,2024,2,1,0,13,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2024-02-05 13:17:07.000000
47,,19,80,2024,2,1,0,13,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2024-02-05 13:17:07.000000
47,,12,80,2024,2,1,0,13,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2024-02-05 13:17:07.000000
47,,19,80,2024,2,1,0,13,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2024-02-05 13:17:07.000000
16,,3,0,2024,2,1,0,18,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2024-02-05 18:20:32.000000
49,39.0,3,10,2024,2,1,1,14,8,मूल्य न मिलना(Minimum Support Price(MSP)),2024-02-06 14:34:58.000000
39,40.0,3,5,2024,2,1,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2024-02-06 16:37:16.000000
30,40.0,3,40,2024,2,1,1,17,4,बिजली की समस्या,2024-02-06 17:21:02.000000
